Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Register,Edge Chromium 145.0.3800.82,,,06-03-2026 20:38:42,06-03-2026 20:43:03,4m - 21.505s,FAILED
,,,,,,,
Test Cases/Register/TC_REG_01,Edge Chromium 145.0.3800.82,,,06-03-2026 20:38:42,06-03-2026 20:40:00,1m - 18.278s,PASSED
openBrowser(url),Edge Chromium 145.0.3800.82,,,06-03-2026 20:38:44,06-03-2026 20:38:52,8.020s,PASSED
maximizeWindow(),Edge Chromium 145.0.3800.82,,,06-03-2026 20:38:52,06-03-2026 20:38:52,0.748s,PASSED
delay(3),Edge Chromium 145.0.3800.82,,,06-03-2026 20:38:52,06-03-2026 20:38:56,3.474s,PASSED
"click(findTestObject(""Register/button_Masuk""))",Edge Chromium 145.0.3800.82,,,06-03-2026 20:38:56,06-03-2026 20:38:57,1.435s,PASSED
"click(findTestObject(""Register/span_Daftar Sekarang""))",Edge Chromium 145.0.3800.82,,,06-03-2026 20:38:57,06-03-2026 20:39:01,3.260s,PASSED
delay(5),Edge Chromium 145.0.3800.82,,,06-03-2026 20:39:01,06-03-2026 20:39:06,5.042s,PASSED
"setText(findTestObject(""Register/input__Nama Depan""), ""Devan"")",Edge Chromium 145.0.3800.82,,,06-03-2026 20:39:06,06-03-2026 20:39:07,1.182s,PASSED
"setText(findTestObject(""Register/input__Nama Belakang""), ""Putra"")",Edge Chromium 145.0.3800.82,,,06-03-2026 20:39:07,06-03-2026 20:39:08,1.069s,PASSED
rand = new java.util.Random(),Edge Chromium 145.0.3800.82,,,06-03-2026 20:39:08,06-03-2026 20:39:08,0.017s,PASSED
"phoneNumber = ""08"" + 100000000 + rand.nextInt(900000000)",Edge Chromium 145.0.3800.82,,,06-03-2026 20:39:08,06-03-2026 20:39:08,0.025s,PASSED
"setText(findTestObject(""Register/input_Whatsapp""), phoneNumber)",Edge Chromium 145.0.3800.82,,,06-03-2026 20:39:08,06-03-2026 20:39:09,1.243s,PASSED
"setText(findTestObject(""Register/input_Email""), ""getam30828@keecs.com"")",Edge Chromium 145.0.3800.82,,,06-03-2026 20:39:09,06-03-2026 20:39:10,1.263s,PASSED
"setText(findTestObject(""Register/input__Password""), password)",Edge Chromium 145.0.3800.82,,,06-03-2026 20:39:10,06-03-2026 20:39:11,1.076s,PASSED
"setText(findTestObject(""Register/input__Konfirmasi Password""), password)",Edge Chromium 145.0.3800.82,,,06-03-2026 20:39:11,06-03-2026 20:39:13,1.400s,PASSED
"click(findTestObject(""Register/Checklist TnC""))",Edge Chromium 145.0.3800.82,,,06-03-2026 20:39:13,06-03-2026 20:39:13,0.518s,PASSED
"click(findTestObject(""Register/button_Buat Akun Active""), OPTIONAL)",Edge Chromium 145.0.3800.82,,,06-03-2026 20:39:13,06-03-2026 20:39:14,0.655s,PASSED
