Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Chrome 145.0.7632.160,,,06-03-2026 15:48:06,06-03-2026 15:50:11,2m - 5.148s,FAILED
,,,,,,,
Test Cases/Login/TC_LOG_01,Chrome 145.0.7632.160,,,06-03-2026 15:48:06,06-03-2026 15:48:37,31.014s,PASSED
openBrowser(url),Chrome 145.0.7632.160,,,06-03-2026 15:48:07,06-03-2026 15:48:10,3.711s,PASSED
maximizeWindow(),Chrome 145.0.7632.160,,,06-03-2026 15:48:10,06-03-2026 15:48:11,0.234s,PASSED
delay(3),Chrome 145.0.7632.160,,,06-03-2026 15:48:11,06-03-2026 15:48:14,3.145s,PASSED
"click(findTestObject(""Register/button_Masuk""))",Chrome 145.0.7632.160,,,06-03-2026 15:48:14,06-03-2026 15:48:14,0.706s,PASSED
"setText(findTestObject(""Login/input_Nomor HP atau email""), valid_email)",Chrome 145.0.7632.160,,,06-03-2026 15:48:14,06-03-2026 15:48:17,2.298s,PASSED
"click(findTestObject(""Login/button_Masuk Akun""))",Chrome 145.0.7632.160,,,06-03-2026 15:48:17,06-03-2026 15:48:17,0.572s,PASSED
"setText(findTestObject(""Login/input_Show password""), password)",Chrome 145.0.7632.160,,,06-03-2026 15:48:17,06-03-2026 15:48:18,1.045s,PASSED
delay(5),Chrome 145.0.7632.160,,,06-03-2026 15:48:18,06-03-2026 15:48:23,5.020s,PASSED
"click(findTestObject(""Login/button_Masuk Akun""))",Chrome 145.0.7632.160,,,06-03-2026 15:48:23,06-03-2026 15:48:24,0.503s,PASSED
"if (verifyElementClickable(findTestObject(""Login/button_Masuk Akun""), OPTIONAL))",Chrome 145.0.7632.160,,,06-03-2026 15:48:24,06-03-2026 15:48:34,10.139s,WARNING
delay(3),Chrome 145.0.7632.160,,,06-03-2026 15:48:34,06-03-2026 15:48:37,3.016s,PASSED
,,,,,,,
Test Cases/Login/TC_LOG_02,Chrome 145.0.7632.160,,,06-03-2026 15:48:37,06-03-2026 15:48:59,22.164s,FAILED
openBrowser(url),Chrome 145.0.7632.160,,,06-03-2026 15:48:37,06-03-2026 15:48:39,2.203s,PASSED
maximizeWindow(),Chrome 145.0.7632.160,,,06-03-2026 15:48:39,06-03-2026 15:48:40,0.121s,PASSED
delay(3),Chrome 145.0.7632.160,,,06-03-2026 15:48:40,06-03-2026 15:48:43,3.023s,PASSED
"click(findTestObject(""Register/button_Masuk""))",Chrome 145.0.7632.160,,,06-03-2026 15:48:43,06-03-2026 15:48:43,0.469s,PASSED
"setText(findTestObject(""Login/input_Nomor HP atau email""), ""vpriansyah@gmail.com"")",Chrome 145.0.7632.160,,,06-03-2026 15:48:43,06-03-2026 15:48:46,2.463s,PASSED
"click(findTestObject(""Login/button_Masuk Akun""))",Chrome 145.0.7632.160,,,06-03-2026 15:48:46,06-03-2026 15:48:46,0.615s,PASSED
"setText(findTestObject(""Login/input_Show password""), password)",Chrome 145.0.7632.160,,,06-03-2026 15:48:46,06-03-2026 15:48:47,1.065s,PASSED
delay(5),Chrome 145.0.7632.160,,,06-03-2026 15:48:47,06-03-2026 15:48:52,5.016s,PASSED
"click(findTestObject(""Login/button_Masuk Akun""))",Chrome 145.0.7632.160,,,06-03-2026 15:48:52,06-03-2026 15:48:53,0.458s,PASSED
"if (verifyElementClickable(findTestObject(""Login/button_Masuk Akun""), OPTIONAL))",Chrome 145.0.7632.160,,,06-03-2026 15:48:53,06-03-2026 15:48:54,0.995s,PASSED
"verifyElementPresent(findTestObject(""Login/div_Kata sandi salah. Verifikasi dan coba lagi""), 5)",Chrome 145.0.7632.160,,,06-03-2026 15:48:54,06-03-2026 15:48:59,5.582s,FAILED
,,,,,,,
